text,gender
Feeling in the mood for a bit of #writing - Vellum #Pilot back on track!!! @ElliotMPhotos @sgfgee @MarinaLouisaX  @ghostmedialtd #TVSeries,male
i prob just ruined this poor girls day she preggo af and i got her running around campus IM SORRY GIRL,male
Is the blue/white game televised @KySportsRadio @MrsTylerKSR @ryanlemond ?,male
The Digital Entrepreneur: The dream of building a business around digital products and services is as old as t... https://t.co/VS3j9gLWIf,male
I think for my APUSH creative project I'm going to bring bacon to class and eat it to represent Bacon's Rebellion,female
Hungry &amp; sleepy at the same time &lt;&lt;&lt; _Ù÷Õ,female
Always hoping for the impossible,female
We go together like Baby Dragon and Time Wizard,male
@FSLabs @mikko It shouldn't be an exclusive OR choice.  People need privacy and personal security in their day to day lives.,male
@BritainFirst you can never win. They're supporting those fighting against ISIS. You and your party are nothing but deluded!,male
"@ShawnMendes you should do a follow spree, and then follow me :))",female
"The good old days, eh @tammet04 https://t.co/PrNkf6awdg",female
@latchingonto @anotherfanatic _Ù÷_Ù÷_Ù÷ i'll make your PM come to this side of the world,male
And here is #birchbox number 2 for October! #benefitcosmetics #mascara #parlorshampooamdconditionerÛ_ https://t.co/dYqyr8k5c9,female
OneDrive is here! It's the one place for everything in your life. Sign up and get 15 GB free of charge. https://t.co/yto5HPTiVI,male
@musicsgf thatÛªs my next dogÛªs name and you canÛªt stop me,male
@spicycheetoarms SO DUMB I SPENT ALL T HIS MONEY ON STUPID CLASSES AND SPENT DAY AND NIGHT WORRYING ABOUT MY FUTURE AND THIS FCLIFN,female
If u dont receive the ffs you already have them_Ù_ã_Ù_ã_Ù_ã_Ù_ã,female
I hate this whole white vs black humor and lightskin vs Darkskin thing it's all prejudice and creates division,male
I just ate the nicest thing of my whole life,female
Anyone know when the Halloween Charlie Brown comes on tv #mustwatch,male
@Bease11 keep your head Bease your still the man !!!! Go Cowboys,male
I'm looking for one of the hottest in the area! If you looking to work with some exposure send your beats over Asap! SYLAH.J FT NAZZI TWAZZI,female
"Visit https://t.co/l2NqPEsmN4 and click the _ü - do it, to it meow!

Model @LennanKay
MUA jodimples
PublishedÛ_ https://t.co/CAujPkeRjR",female
"Hot dogs, bacon and cold cuts.
Why world health leaders are putting the processed meats in the same danger category as smoking. At 4. #wdrb",male
"@KissFMUK Been at sat in a hotel with liam and shane writing work reports since 4pm, Luckily #kisstory is keeping us going! _ÙÕ» thankyou",male
"Build a Transforming Workbench, Desk, and Storage Unit: If you donÛªt have a lot of space, you need to make creative use of what you h...",female
So much work and NO time.,female
Hottie slut and anotheer women fucking #stockings #sluts https://t.co/bDrxn9CzuL https://t.co/VebtbMbt57,female
@shumiley &amp; Sasha vs bayley's botch didn't minimize the match so ppl need to sit down. Nikki vs char didn't botch it was just confusing lol,male
"I want to throw out all this pain I have, in the form of blades and daggers and anything else that can kill the ones who hurt me.",male
"imperiosity: The worst feeling ever is like, ÛÏwell IÛªm really fucking used to this happening but it still... https://t.co/lCy9ICjUij",female
The Gospel Of Greed: How Sardar Biglari Paid Himself $34 Million Despite Lousy Fund Returns: Documents obtaine... https://t.co/Uq2nYX4try,male
"EVERYDAYDAYILOVEYOU Forevermore
Weep with the heroineÛªs desperation.

#PushAwardsLizQuens",female
[LIVE] All day viewer raids! Come hang out and get your loot      https://t.co/qvBKW6dUcj,male
@EPearsoninc @D3LZ3R @jhova408 By January will you be down over/under 50 units and have these idiots claiming that your a winner _Ù÷â_Ù÷â_Ù÷â_Ù÷Ä_Ù÷Ä,male
"@KOLATRL i dont see his 30 sec on Rih's song as his #1, meanwhile Abel already has CFMF and The Hills _Ù÷_",male
@jmoneyescobar it's not even the lyrics were bad the delivery was ass and his voice is annoying _Ù÷â,female
Hubble Bubble! I'm cooking up a magic potion to #win Magic Cauldron Game from Orchard Toys with @minnowmep #giveaway https://t.co/eE9QVdnF91,female
"It reminds me a lot of Sky Ferreira's incredible Night Time, My Time and now I await the inevitable Grimes/Sky Ferreira collab",male
"no bc even if he survived.....how is he supposed to get out of there? and he must have been bitten, somehow, with all the walkers",female
Ruben Amaro Jr. is ambidextrous and will throw batting practice for the @RedSox both right- and left-handed. This is outstanding. @FOXSports,male
And @camrenbicondova is a bad ass and I love her so much. #Gotham,female
Commented on StockTwits: One of the most annoying shorts I have ran across. https://t.co/vk6ODmNg3M,male
Idk why people find it soo hard to pronounce my name.. The right way _Ùªã,female
''crosses fingers for an amazing and beautiful gleggie reunion scene where Maggie tells Glenn sheÛªs pregnant'' NO,female
"@Harry_Styles I love you very much and you mean so much to me_ÙÕÒ, I can't wait to hear Made In The A.M., I am so so excited_ÙÕ¥_Ùâ_ÙÎÙ! 
x2,078",female
I think Rick is going to die in the next episode,female
im so hyper and im in the library,female
The eye rolling emoji is my life,female
When the squad comes over https://t.co/yDdIXqKhKJ,female
@THE_Nokken @GuNiT_Roper @Strumzy @GuNiT_Kaz @ThatOneDeJay @MrBruinsKid *candy...._Ù÷Â,male
"Today I watched a guy eat his own boogers, ear wax, and eye goo",male
Yea... And somma y'all think Pac still alive in Aruba _Ù÷Õ #thewalkingdead #isglendead https://t.co/8oJytOIzHB,male
i was feeling ok i was feeling emotionally stable ab the bears but NOOOO RBB has a soccer ball and uniform now LET ME LIVE #OTRANewcastle,male
"@anarchoshow breaking the laws of physics, whichever ones happen to apply to you, is IMPOSSIBLE. with a capital I.  Impossible.",male
only 253 days and counting_Ù÷â_Ù÷__Ù÷__ÙÎ__ÙÊ_ÙÙ_Ùª÷Ûü÷Ûü_ÙÎÉ_Ùü_ÙÕÇ_Ù_ä @HazelKevan,female
"I come to this place and get the same thing every time lol Tilapia , fries , mashed potatoes , and a Caesar salad on the side _Ù÷Ü",male
@RACYCLES fun but sad when think of what happened there and how a great Olympic Bob Sled fell into such disrepair,male
"@StrigoiBolivar *seeing a lonely walker, she smirks and puts her cigarette out before getting up and follows them around the park. Waiting-",female
Someone help me try and meet the boys in Sheffield,male
@DChriscoli .to deliberately impoverish the already poor and least able in society so that the prosperous become more prosperous is immoral,male
The Manobos of Mindanao by John M. Garvan https://t.co/UmEiApOX7H https://t.co/HcSoHcyO0Z,female
"Corporate welfare is the worst. Dark funds for the Military industrial complex is another. 

All these posts with... https://t.co/awmdynzFxZ",male
Makes me laugh people doubted me for doing a b tech now I'm earning till playing the sport I love everyday and most the oleo pls I grew up,male
I would still hit it!  She'd definitely get the best of me  https://t.co/KyOQSSeEr4,male
"@Frankeyz not in the sense that they are useless, there are some kings among them, but others are tools",female
@SkySportsF1 Scalextric have been making F1 motors for years and cheap,male
HOW WE GOT 4 CANADIAN ARTISTS IN THE TOP 5 OF BILLBOARD DAMN,female
Finally got the heating working at our house at uni. OMG yay not gonna freeze to death now,female
that windmill by the walkers factory makes me sick,male
Who has @Broncos tickets for this Sunday? I will gladly extend my Denver trip to go to the game.,male
OMG I am so excited we have ANOTHER designer coming on board Hippy Knits. Her name is Kristin and she makes... https://t.co/5xRjV6XeA3,female
@AvpisaacIssac shouldnt be because thats not what happens in the comic so im guessing hes still alive and it was just a dream or something,male
@rvmanreigns the blacklist,male
I would do a really cool costume this year but I'm broke so bunny and cat it is,female
smiling driving and flicking people off _Ù÷_,female
@foxxyasian when are you gonna come visit us and see the new trap house .??,female
"@Harry_Styles hi H! my birthday is in 10 days and your follow would be the greatest gift of all! please make it happen? all the love_ÙÕÎ140,653",female
Read This Piece To Learn About The Stock Market - https://t.co/bv4fJ8a8UE https://t.co/ABPijLpNnf,male
"The inside is embedded with wrapping paper cushioning ""The Trio"". It looks pretty comfy!",male
@WhitlockJason love the new site  always ben a big fan  317 represent,male
"regram @georgeresch
Don't try and be cute with the doctor. They can smell a virgin from a mile away. https://t.co/XYWiEfOn5R",male
"Watch ""HOMOSEXUALS ARE IN CHARGE OF THE CHRISTIAN CHURCH - ISUPK CHICAGO"" on YouTube https://t.co/WqzZRbAtoI",male
New: About the Novels/Social Media Links - Updated with new Blurbs https://t.co/ifkYLf4byu,female
i realize i just retweeted something from curtis lepore and i had to undo that real quick,female
thats for me to know and for u to find out,female
"The video is here: https://t.co/bcHtwEfkVu
Kendra Lust and Christy Mack get pleasured by Kell https://t.co/1KAOgefWY0",female
"Every night for the last Couple of days,  I have gone to sleep with my closet door closed; and woken up to it open...",female
When you tell your friends and family you wanna go vegetarian and they make it 10x harder for you... _Ù÷â_Ù÷â #igiveup _Ù÷â,female
@lilithia that can change cuz I'm special and u want to c me,female
@kierandelbridge I wanna come round and see them,female
For Sale: The Harrington House Bed and Breakfast (Slideshow) https://t.co/PDNs6sIWEL https://t.co/9tfZnMPzvC,male
"@TOIIndiaNews @BJP4India As things stand; BJP is very much in driving seat. If the party wins in Bihar, door is open for UP and TN. All best",male
Hello from the other side,male
"EVERYDAYDAYILOVEYOU Forevermore
Weep with the heroineÛªs desperation.

#PushAwardsLizQuens",female
Finally getting round to watching the @lesmisofficial 30th Anniversary Finale!!! So excited!!! _Ù÷ã _ÙàÇ_Ùàá,female
@map_maker do you have to be able to speak German? I mean...I could learn for the right price. lol @leon_summer,female
I get off in a half hour and didn't even start dinner for the kids,female
"If I have kids, I will do everything in my power to make sure they have no idea the Cars movies existed",female
If you have class with me I've probly done this to you and I'm sorry https://t.co/DEqW82aJ8V,male
"@tombertram91 NO WAY! You're going to be the opening act, aren't you?!",female
So many new music that's been released this past month and not even to talk about November coming. My heart is very happy _Ù÷__Ù÷Ï,female
"That fuck yea moment when the teacher calls on you because they don't think you were paying attention, and you get the answer right.",female
I've been having the most vivid dream lately...,female
My little mate and daughter is 2 tomorrow... That shit cray,male
"@nielsenbryan thank you Bryan, and right back atcha'",male
The snapchat of Kylie and Bruce from today is very awkward _ÙÔÛ ummm,female
Fox 29 news is doing a story on Humphrey this afternoon! Focusing on animal cruelty and the work of rescues. More... https://t.co/7Uir2VPmh2,female
